ClaimID,EmployeeID,EmployeeName,Role,Department,ClaimDate,ClaimTime,SubmissionDate,LateSubmission,Category,VendorID,VendorName,VendorType,Country,Currency,ExchangeRate,AmountLocal,AmountAUD,ReceiptID,SplitClaimFlag,NightTimeClaim,WeekendClaim,PolicyBreach,ApproverID,ApproverName,SelfApproval,PostedToAP,Approved,Notes,HighFreqVendor,DuplicateReceipt,SplitDetection,RiskScoreSimple
CLM000191,EMP022,Employee 22,Technician,Emergency,2024-07-22,21:35:40,2024-10-25,True,Accommodation,VEN0025,Vendor 25 - MedicalSupplier,Courier,AU,AUD,1.0,237.67,237.67,RCT233096,False,False,False,False,APR017,Approver 17,False,True,True,Conference attendance,False,False,False,1
CLM000192,EMP022,Employee 22,Technician,Emergency,2024-04-15,10:06:56,2024-05-08,False,Conference,VEN0092,Vendor 92 - Catering,SubscriptionService,AU,AUD,1.0,3283.85,3283.85,RCT180813,False,False,False,False,APR006,Approver 6,False,True,True,,False,False,False,0
CLM000193,EMP034,Employee 34,Lab Tech,Emergency,2024-12-13,04:04:51,2025-03-16,True,Meals,VEN0110,Vendor 110 - SubscriptionService,UniformShop,AU,AUD,1.0,5.0,5.0,RCT102693,False,True,False,False,APR005,Approver 5,False,True,True,,False,False,False,2
CLM000194,EMP061,Employee 61,Pharmacist,Outpatient,2024-08-02,16:56:47,2024-10-27,True,Taxi,VEN0086,Vendor 86 - ConferenceOrganizer,Courier,AU,AUD,1.0,61.41,61.41,RCT855276,False,False,False,False,APR015,Approver 15,False,True,True,Training course approved,False,False,False,1
CLM000195,EMP041,Employee 41,Physio,Emergency,2024-11-08,03:45:08,2025-01-22,True,Subscriptions,VEN0021,Vendor 21 - TaxiCo,LocalShop,AU,AUD,1.0,27.76,27.76,RCT587686,False,True,False,False,APR009,Approver 9,False,True,True,Urgent supply,False,False,False,2
CLM000196,EMP024,Employee 24,Physio,Outpatient,2024-08-06,10:07:28,2024-10-21,True,Accommodation,VEN0042,Vendor 42 - TaxiCo,LocalShop,AU,AUD,1.0,51.82,51.82,RCT617326,False,False,False,False,APR001,Approver 1,False,True,True,Conference attendance,False,False,False,1
CLM000197,EMP071,Employee 71,Physio,Radiology,2024-01-10,15:20:34,2024-01-10,False,Taxi,VEN0006,Vendor 6 - UniformShop,Hotel,AU,AUD,1.0,17.66,17.66,RCT110060,False,False,False,False,APR018,Approver 18,False,True,True,Retrospective claim,False,False,False,0
CLM000198,EMP059,Employee 59,Physio,Emergency,2024-04-02,03:10:04,2024-07-16,True,Taxi,VEN0024,Vendor 24 - UniformShop,Hotel,CN,INR,0.018,260.35,4.69,RCT393418,False,True,False,True,APR002,Approver 2,False,True,True,Missing PO noted,False,False,False,4
CLM000199,EMP009,Employee 9,Pharmacist,Surgery,2024-02-02,20:29:34,2024-02-02,False,Training,VEN0100,Vendor 100 - Courier,UniformShop,AU,AUD,1.0,893.17,893.17,RCT178465,False,False,False,False,APR015,Approver 15,False,True,True,Conference attendance,False,False,False,0
CLM000200,EMP008,Employee 8,Pharmacist,Radiology,2024-09-29,15:06:51,2024-12-13,True,Medical Supplies,VEN0076,Vendor 76 - Catering,TaxiCo,IN,AUD,1.0,749.79,749.79,RCT312559,False,False,True,False,APR014,Approver 14,False,True,True,,False,False,False,2
CLM000201,EMP033,Employee 33,Admin,Administration,2024-07-27,16:13:24,2024-07-27,False,Subscriptions,VEN0100,Vendor 100 - Courier,UniformShop,AU,AUD,1.0,67.62,67.62,RCT377880,False,False,True,False,APR009,Approver 9,False,True,True,Training course approved,False,False,False,1
CLM000202,EMP010,Employee 10,Lab Tech,Administration,2024-11-20,03:19:04,2024-11-20,False,Training,VEN0083,Vendor 83 - Hotel,LocalShop,AU,NZD,0.92,2474.62,2276.65,RCT638401,False,True,False,False,APR003,Approver 3,False,False,True,Retrospective claim,False,False,False,1
CLM000203,EMP041,Employee 41,Physio,Emergency,2024-10-17,08:37:32,2024-10-17,False,Uniforms,VEN0080,Vendor 80 - Courier,LocalShop,AU,AUD,1.0,37.89,37.89,RCT246583,False,False,False,False,APR015,Approver 15,False,True,True,Missing PO noted,False,False,False,0
CLM000204,EMP035,Employee 35,Lab Tech,Surgery,2024-09-01,18:16:16,2024-09-01,False,Training,VEN0088,Vendor 88 - LocalShop,Courier,AU,USD,1.5,1238.76,1858.14,RCT122859,False,False,True,False,APR003,Approver 3,False,True,True,Urgent supply,False,False,False,1
CLM000205,EMP053,Employee 53,Physio,Emergency,2024-02-17,15:35:42,2024-03-08,False,Subscriptions,VEN0058,Vendor 58 - TaxiCo,MedicalSupplier,IN,NZD,0.92,301.97,277.81,RCT961599,False,False,True,True,APR004,Approver 4,False,True,False,Urgent supply,False,False,False,3
CLM000206,EMP061,Employee 61,Pharmacist,Outpatient,2024-04-18,08:40:19,2024-05-08,False,Courier,VEN0034,Vendor 34 - TaxiCo,UniformShop,AU,AUD,1.0,393.9,393.9,RCT357724,False,False,False,True,APR002,Approver 2,False,True,True,Conference attendance,False,False,False,2
CLM000207,EMP032,Employee 32,Admin,Surgery,2024-03-18,10:28:46,2024-03-18,False,Courier,VEN0027,Vendor 27 - ConferenceOrganizer,LocalShop,AU,AUD,1.0,73.61,73.61,RCT941134,False,False,False,False,APR005,Approver 5,False,True,True,Urgent supply,False,False,False,0
CLM000208,EMP036,Employee 36,Lab Tech,Surgery,2024-12-20,07:21:39,2024-12-20,False,Taxi,VEN0023,Vendor 23 - MedicalSupplier,SubscriptionService,AU,AUD,1.0,23.65,23.65,RCT434367,False,False,False,False,APR004,Approver 4,False,True,True,Urgent supply,False,False,False,0
CLM000209,EMP074,Employee 74,Physio,Outpatient,2024-10-24,16:44:57,2024-11-20,False,Subscriptions,VEN0113,Vendor 113 - SubscriptionService,ConferenceOrganizer,AU,AUD,1.0,25.56,25.56,RCT788772,False,False,False,False,APR008,Approver 8,False,True,False,Retrospective claim,False,False,False,0
CLM000210,EMP001,Employee 1,Lab Tech,Emergency,2024-11-24,08:08:28,2024-11-24,False,Medical Supplies,VEN0027,Vendor 27 - ConferenceOrganizer,LocalShop,AU,AUD,1.0,170.84,170.84,RCT284654,False,False,True,False,APR001,Approver 1,False,True,True,Urgent supply,False,False,False,1
CLM000211,EMP072,Employee 72,Pharmacist,Outpatient,2024-08-08,07:24:52,2024-08-27,False,Training,VEN0072,Vendor 72 - UniformShop,UniformShop,AU,AUD,1.0,1669.89,1669.89,RCT949767,False,False,False,False,APR006,Approver 6,False,True,True,Training course approved,False,False,False,0
CLM000212,EMP037,Employee 37,Technician,Pharmacy,2024-01-08,12:54:34,2024-03-12,True,Taxi,VEN0019,Vendor 19 - MedicalSupplier,UniformShop,AU,AUD,1.0,26.65,26.65,RCT945619,False,False,False,False,APR005,Approver 5,False,True,True,Retrospective claim,False,False,False,1
CLM000213,EMP016,Employee 16,Doctor,Surgery,2024-09-30,21:24:11,2025-01-17,True,Accommodation,VEN0042,Vendor 42 - TaxiCo,LocalShop,AU,AUD,1.0,92.19,92.19,RCT176054,False,False,False,False,APR002,Approver 2,False,True,True,Training course approved,False,False,False,1
CLM000214,EMP032,Employee 32,Admin,Surgery,2024-10-11,01:55:17,2024-11-13,True,Accommodation,VEN0016,Vendor 16 - Hotel,Catering,AU,AUD,1.0,79.59,79.59,RCT282664,False,True,False,False,APR017,Approver 17,False,True,True,Training course approved,False,False,False,2
CLM000215,EMP003,Employee 3,Doctor,Surgery,2024-05-26,09:57:58,2024-09-13,True,Accommodation,VEN0030,Vendor 30 - Hotel,Hotel,NZ,AUD,1.0,128.29,128.29,RCT101885,False,False,True,False,APR017,Approver 17,False,False,True,Retrospective claim,False,False,False,2
CLM000216,EMP011,Employee 11,Technician,Surgery,2024-05-03,12:15:21,2024-05-03,False,Uniforms,VEN0024,Vendor 24 - UniformShop,Hotel,CN,USD,1.5,37.39,56.09,RCT447255,False,False,False,False,APR014,Approver 14,False,True,True,Missing PO noted,False,False,False,0
CLM000217,EMP033,Employee 33,Admin,Administration,2024-09-17,04:21:01,2024-09-17,False,Meals,VEN0022,Vendor 22 - Hotel,UniformShop,IN,AUD,1.0,35.12,35.12,RCT319869,False,True,False,False,APR016,Approver 16,False,True,True,Missing PO noted,False,False,False,1
CLM000218,EMP068,Employee 68,Physio,Administration,2024-06-11,05:30:27,2024-09-05,True,Courier,VEN0119,Vendor 119 - Hotel,Courier,AU,AUD,1.0,11.09,11.09,RCT672547,False,False,False,False,APR016,Approver 16,False,True,True,Conference attendance,False,False,False,1
CLM000219,EMP026,Employee 26,Nurse,Administration,2024-01-29,16:14:15,2024-01-29,False,Medical Supplies,VEN0025,Vendor 25 - MedicalSupplier,Courier,AU,USD,1.5,312.99,469.49,RCT458411,False,False,False,False,APR016,Approver 16,False,True,True,Retrospective claim,False,False,False,0
CLM000220,EMP047,Employee 47,Admin,Surgery,2024-08-26,01:09:33,2024-08-26,False,Meals,VEN0048,Vendor 48 - ConferenceOrganizer,TaxiCo,IN,AUD,1.0,40.76,40.76,RCT736818,False,True,False,False,APR007,Approver 7,False,True,True,Missing PO noted,False,False,False,1
CLM000221,EMP064,Employee 64,Technician,Emergency,2024-12-25,06:38:11,2025-01-24,False,Uniforms,VEN0046,Vendor 46 - ConferenceOrganizer,LocalShop,AU,AUD,1.0,84.84,84.84,RCT152046,False,False,False,False,APR014,Approver 14,False,True,True,Missing PO noted,False,False,False,0
CLM000222,EMP024,Employee 24,Physio,Outpatient,2024-08-30,16:07:22,2024-08-30,False,Taxi,VEN0081,Vendor 81 - TaxiCo,UniformShop,AU,AUD,1.0,99.17,99.17,RCT769191,False,False,False,True,APR015,Approver 15,False,True,True,Missing PO noted,False,False,False,2
CLM000223,EMP018,Employee 18,Technician,Emergency,2024-04-12,01:20:17,2024-04-22,False,Meals,VEN0032,Vendor 32 - LocalShop,LocalShop,AU,AUD,1.0,13.8,13.8,RCT499974,False,True,False,False,APR003,Approver 3,False,True,True,,False,False,False,1
CLM000224,EMP025,Employee 25,Doctor,Administration,2024-02-28,20:09:38,2024-03-30,True,Training,VEN0012,Vendor 12 - UniformShop,Courier,US,AUD,1.0,2040.33,2040.33,RCT893202,False,False,False,False,APR009,Approver 9,False,True,True,Conference attendance,False,False,False,1
CLM000225,EMP021,Employee 21,Technician,Radiology,2024-08-10,18:39:48,2024-11-19,True,Taxi,VEN0029,Vendor 29 - UniformShop,LocalShop,IN,INR,0.018,19.48,0.35,RCT136415,False,False,True,False,APR015,Approver 15,False,True,True,Conference attendance,False,False,False,2
CLM000226,EMP068,Employee 68,Physio,Administration,2024-03-08,09:26:05,2024-05-04,True,Subscriptions,VEN0096,Vendor 96 - ConferenceOrganizer,UniformShop,AU,AUD,1.0,112.34,112.34,RCT543940,False,False,False,True,APR001,Approver 1,False,True,True,Urgent supply,False,False,False,3
CLM000227,EMP045,Employee 45,Lab Tech,Pharmacy,2024-12-19,19:45:10,2024-12-31,False,Training,VEN0030,Vendor 30 - Hotel,Hotel,NZ,AUD,1.0,1232.55,1232.55,RCT998235,False,False,False,False,APR005,Approver 5,False,True,True,Conference attendance,False,False,False,0
CLM000228,EMP052,Employee 52,Pharmacist,Pharmacy,2024-02-13,07:50:26,2024-03-17,True,Training,VEN0120,Vendor 120 - Courier,Hotel,IN,AUD,1.0,1624.2,1624.2,RCT205071,False,False,False,False,APR001,Approver 1,False,True,True,Conference attendance,False,False,False,1
CLM000229,EMP013,Employee 13,Physio,Emergency,2024-04-12,03:52:40,2024-04-12,False,Meals,VEN0017,Vendor 17 - TaxiCo,UniformShop,AU,AUD,1.0,34.38,34.38,RCT280564,False,True,False,False,APR014,Approver 14,False,True,True,Urgent supply,False,False,False,1
CLM000230,EMP067,Employee 67,Nurse,Administration,2024-09-25,12:42:15,2024-12-18,True,Conference,VEN0061,Vendor 61 - Hotel,Hotel,AU,AUD,1.0,1563.0,1563.0,RCT490532,False,False,False,False,APR004,Approver 4,False,True,True,,False,False,False,1
CLM000231,EMP013,Employee 13,Physio,Emergency,2024-12-03,19:02:04,2025-02-07,True,Training,VEN0023,Vendor 23 - MedicalSupplier,SubscriptionService,AU,AUD,1.0,2333.55,2333.55,RCT965938,False,False,False,False,APR008,Approver 8,False,True,False,Conference attendance,False,False,False,1
CLM000232,EMP052,Employee 52,Pharmacist,Pharmacy,2024-10-14,11:44:40,2024-10-14,False,Accommodation,VEN0041,Vendor 41 - Hotel,TaxiCo,AU,AUD,1.0,168.79,168.79,RCT640299,False,False,False,False,APR005,Approver 5,False,True,True,Retrospective claim,False,False,False,0
CLM000233,EMP063,Employee 63,Admin,Pharmacy,2024-01-12,12:08:31,2024-01-12,False,Uniforms,VEN0101,Vendor 101 - MedicalSupplier,Hotel,AU,AUD,1.0,61.67,61.67,RCT361609,False,False,False,False,APR003,Approver 3,False,True,True,Conference attendance,False,False,False,0
CLM000234,EMP017,Employee 17,Admin,Emergency,2024-09-03,22:57:31,2024-12-07,True,Meals,VEN0055,Vendor 55 - MedicalSupplier,ConferenceOrganizer,AU,AUD,1.0,17.39,17.39,RCT567773,False,False,False,False,APR010,Approver 10,False,True,True,Missing PO noted,False,False,False,1
CLM000235,EMP017,Employee 17,Admin,Emergency,2024-11-18,19:33:44,2024-11-18,False,Medical Supplies,VEN0080,Vendor 80 - Courier,LocalShop,AU,AUD,1.0,515.93,515.93,RCT700056,False,False,False,False,APR001,Approver 1,False,True,True,Retrospective claim,False,False,False,0
CLM000236,EMP028,Employee 28,Physio,Surgery,2024-01-08,19:13:31,2024-02-19,True,Taxi,VEN0070,Vendor 70 - UniformShop,SubscriptionService,AU,AUD,1.0,36.04,36.04,RCT744883,False,False,False,False,APR016,Approver 16,False,True,True,Conference attendance,False,False,False,1
CLM000237,EMP015,Employee 15,Technician,Outpatient,2024-11-26,06:03:16,2024-11-26,False,Taxi,VEN0111,Vendor 111 - ConferenceOrganizer,LocalShop,US,AUD,1.0,28.81,28.81,RCT645928,False,False,False,False,APR003,Approver 3,False,True,True,Urgent supply,False,False,False,0
CLM000238,EMP005,Employee 5,Pharmacist,Emergency,2024-08-06,00:43:42,2024-12-02,True,Meals,VEN0094,Vendor 94 - TaxiCo,Catering,AU,AUD,1.0,32.03,32.03,RCT605139,False,True,False,False,APR010,Approver 10,False,True,True,Missing PO noted,False,False,False,2
CLM000239,EMP054,Employee 54,Nurse,Surgery,2024-04-26,07:47:34,2024-06-22,True,Training,VEN0005,Vendor 5 - Catering,LocalShop,AU,INR,0.018,1189.19,21.41,RCT523727,False,False,False,False,APR009,Approver 9,False,False,True,Conference attendance,False,False,False,1
CLM000240,EMP034,Employee 34,Lab Tech,Emergency,2024-06-06,17:16:17,2024-06-06,False,Accommodation,VEN0108,Vendor 108 - Courier,LocalShop,CN,USD,1.5,264.82,397.23,RCT459836,False,False,False,False,APR018,Approver 18,False,True,True,Retrospective claim,False,False,False,0
CLM000241,EMP069,Employee 69,Pharmacist,Surgery,2024-04-26,20:12:26,2024-07-04,True,Parking,VEN0095,Vendor 95 - TaxiCo,UniformShop,US,AUD,1.0,16.1,16.1,RCT202344,False,False,False,False,APR002,Approver 2,False,True,False,Urgent supply,False,False,False,1
CLM000242,EMP072,Employee 72,Pharmacist,Outpatient,2024-09-11,07:01:26,2024-09-11,False,Uniforms,VEN0057,Vendor 57 - Courier,TaxiCo,AU,AUD,1.0,22.87,22.87,RCT540897,False,False,False,False,APR003,Approver 3,False,True,True,Missing PO noted,False,False,False,0
CLM000243,EMP013,Employee 13,Physio,Emergency,2024-08-14,12:26:16,2024-08-14,False,Subscriptions,VEN0108,Vendor 108 - Courier,LocalShop,CN,INR,0.018,31.28,0.56,RCT225636,False,False,False,False,APR013,Approver 13,False,True,True,Training course approved,False,False,False,0
CLM000244,EMP070,Employee 70,Admin,Surgery,2024-05-13,16:48:46,2024-05-13,False,Subscriptions,VEN0088,Vendor 88 - LocalShop,Courier,AU,USD,1.5,51.63,77.45,RCT431752,False,False,False,False,APR018,Approver 18,False,False,True,,False,False,False,0
CLM000245,EMP009,Employee 9,Pharmacist,Surgery,2024-01-02,12:23:29,2024-03-20,True,Uniforms,VEN0087,Vendor 87 - Catering,ConferenceOrganizer,AU,AUD,1.0,107.93,107.93,RCT901619,False,False,False,False,APR004,Approver 4,False,True,True,Conference attendance,False,False,False,1
CLM000246,EMP074,Employee 74,Physio,Outpatient,2024-07-04,23:38:57,2024-09-14,True,Conference,VEN0009,Vendor 9 - Catering,UniformShop,AU,AUD,1.0,4388.05,4388.05,RCT114760,True,False,False,False,APR018,Approver 18,False,True,True,Training course approved,False,False,False,3
CLM000247,EMP013,Employee 13,Physio,Emergency,2024-09-26,20:39:22,2024-12-20,True,Medical Supplies,VEN0084,Vendor 84 - UniformShop,TaxiCo,AU,AUD,1.0,140.01,140.01,RCT420984,False,False,False,False,APR011,Approver 11,False,True,True,Urgent supply,False,False,False,1
CLM000248,EMP042,Employee 42,Admin,Pharmacy,2024-06-17,14:55:26,2024-09-27,True,Medical Supplies,VEN0028,Vendor 28 - SubscriptionService,ConferenceOrganizer,AU,AUD,1.0,975.25,975.25,RCT297579,True,False,False,False,APR002,Approver 2,False,True,False,Training course approved,False,False,False,3
CLM000249,EMP063,Employee 63,Admin,Pharmacy,2024-10-12,02:53:16,2024-10-12,False,Meals,VEN0099,Vendor 99 - SubscriptionService,UniformShop,AU,AUD,1.0,17.2,17.2,RCT782141,False,True,True,False,APR017,Approver 17,False,True,True,,False,False,False,2
CLM000250,EMP062,Employee 62,Lab Tech,Outpatient,2024-09-14,05:56:34,2024-09-14,False,Meals,VEN0060,Vendor 60 - LocalShop,MedicalSupplier,AU,AUD,1.0,137.66,137.66,RCT537020,False,False,True,True,APR007,Approver 7,False,True,False,,False,False,False,3
CLM000251,EMP013,Employee 13,Physio,Emergency,2024-04-26,13:55:55,2024-04-30,False,Meals,VEN0018,Vendor 18 - LocalShop,Courier,AU,AUD,1.0,44.66,44.66,RCT735053,False,False,False,False,APR004,Approver 4,False,True,True,,False,False,False,0
CLM000252,EMP009,Employee 9,Pharmacist,Surgery,2024-07-12,14:29:48,2024-07-14,False,Meals,VEN0059,Vendor 59 - LocalShop,Catering,AU,AUD,1.0,38.7,38.7,RCT311469,False,False,False,False,APR002,Approver 2,False,True,True,Conference attendance,False,False,False,0
CLM000253,EMP066,Employee 66,Physio,Surgery,2024-05-08,17:59:13,2024-08-26,True,Conference,VEN0015,Vendor 15 - Hotel,TaxiCo,AU,INR,0.018,1347.21,24.25,RCT801520,False,False,False,False,APR018,Approver 18,False,True,False,Missing PO noted,False,False,False,1
CLM000254,EMP016,Employee 16,Doctor,Surgery,2024-03-30,11:11:59,2024-07-03,True,Subscriptions,VEN0086,Vendor 86 - ConferenceOrganizer,Courier,AU,AUD,1.0,19.07,19.07,RCT204657,False,False,True,False,APR003,Approver 3,False,True,True,,False,False,False,2
CLM000255,EMP033,Employee 33,Admin,Administration,2024-02-06,23:07:13,2024-02-14,False,Conference,VEN0009,Vendor 9 - Catering,UniformShop,AU,AUD,1.0,4169.52,4169.52,RCT444625,False,False,False,False,APR007,Approver 7,False,True,True,Training course approved,False,False,False,0
CLM000256,EMP054,Employee 54,Nurse,Surgery,2024-02-14,19:34:58,2024-05-04,True,Taxi,VEN0062,Vendor 62 - Catering,UniformShop,AU,AUD,1.0,15.14,15.14,RCT823415,False,False,False,False,APR013,Approver 13,False,True,True,,False,False,False,1
CLM000257,EMP034,Employee 34,Lab Tech,Emergency,2024-11-23,03:42:51,2024-11-23,False,Training,VEN0032,Vendor 32 - LocalShop,LocalShop,AU,AUD,1.0,1210.55,1210.55,RCT696580,False,True,True,False,APR017,Approver 17,False,True,True,Missing PO noted,False,False,False,2
CLM000258,EMP051,Employee 51,Admin,Surgery,2024-12-12,12:35:19,2025-02-01,True,Taxi,VEN0091,Vendor 91 - ConferenceOrganizer,Courier,AU,NZD,0.92,25.35,23.32,RCT148205,False,False,False,False,EMP051,Employee 51,True,True,True,Missing PO noted,False,False,False,4
CLM000259,EMP033,Employee 33,Admin,Administration,2024-08-07,18:27:02,2024-09-20,True,Subscriptions,VEN0001,Vendor 1 - LocalShop,UniformShop,US,AUD,1.0,61.33,61.33,RCT648513,False,False,False,False,APR018,Approver 18,False,True,True,Missing PO noted,False,False,False,1
CLM000260,EMP053,Employee 53,Physio,Emergency,2024-05-29,16:43:20,2024-05-29,False,Parking,VEN0097,Vendor 97 - MedicalSupplier,UniformShop,AU,USD,1.5,8.23,12.35,RCT112210,False,False,False,False,APR015,Approver 15,False,True,True,Conference attendance,False,False,False,0
CLM000261,EMP035,Employee 35,Lab Tech,Surgery,2024-05-04,21:17:39,2024-05-05,False,Medical Supplies,VEN0050,Vendor 50 - LocalShop,ConferenceOrganizer,AU,AUD,1.0,790.32,790.32,RCT677236,False,False,True,False,APR012,Approver 12,False,True,True,Conference attendance,False,False,False,1
CLM000262,EMP039,Employee 39,Doctor,Administration,2024-06-22,02:29:02,2024-06-22,False,Training,VEN0021,Vendor 21 - TaxiCo,LocalShop,AU,AUD,1.0,1292.88,1292.88,RCT207629,False,True,True,False,APR014,Approver 14,False,True,False,Missing PO noted,False,False,False,2
CLM000263,EMP031,Employee 31,Admin,Surgery,2024-04-28,01:33:59,2024-04-28,False,Meals,VEN0115,Vendor 115 - LocalShop,MedicalSupplier,AU,AUD,1.0,26.48,26.48,RCT457411,False,True,True,False,APR011,Approver 11,False,True,True,Conference attendance,False,False,False,2
CLM000264,EMP033,Employee 33,Admin,Administration,2024-10-05,07:39:50,2024-10-05,False,Medical Supplies,VEN0050,Vendor 50 - LocalShop,ConferenceOrganizer,AU,AUD,1.0,584.88,584.88,RCT790917,False,False,True,False,APR003,Approver 3,False,True,True,Missing PO noted,False,False,False,1
CLM000265,EMP045,Employee 45,Lab Tech,Pharmacy,2024-02-11,08:39:42,2024-02-11,False,Courier,VEN0094,Vendor 94 - TaxiCo,Catering,AU,AUD,1.0,97.94,97.94,RCT878579,False,False,True,False,APR014,Approver 14,False,True,True,Conference attendance,False,False,False,1
CLM000266,EMP008,Employee 8,Pharmacist,Radiology,2024-11-16,12:20:24,2024-12-24,True,Meals,VEN0088,Vendor 88 - LocalShop,Courier,AU,AUD,1.0,8.59,8.59,RCT764000,False,False,True,False,APR018,Approver 18,False,True,False,Training course approved,False,False,False,2
CLM000267,EMP042,Employee 42,Admin,Pharmacy,2024-07-12,17:34:39,2024-09-27,True,Taxi,VEN0068,Vendor 68 - ConferenceOrganizer,TaxiCo,AU,INR,0.018,164.73,2.97,RCT606390,False,False,False,True,APR007,Approver 7,False,True,False,,False,False,False,3
CLM000268,EMP013,Employee 13,Physio,Emergency,2024-05-30,10:49:16,2024-07-11,True,Meals,VEN0045,Vendor 45 - ConferenceOrganizer,LocalShop,AU,AUD,1.0,24.81,24.81,RCT503348,False,False,False,False,APR012,Approver 12,False,True,True,Urgent supply,False,False,False,1
CLM000269,EMP028,Employee 28,Physio,Surgery,2024-06-24,01:41:01,2024-07-24,False,Training,VEN0079,Vendor 79 - Catering,Catering,NZ,INR,0.018,330.35,5.95,RCT413433,False,True,False,False,APR012,Approver 12,False,True,True,Training course approved,False,False,False,1
CLM000270,EMP038,Employee 38,Lab Tech,Administration,2024-08-30,20:14:34,2024-12-20,True,Meals,VEN0043,Vendor 43 - ConferenceOrganizer,Catering,AU,AUD,1.0,52.84,52.84,RCT844904,False,False,False,False,APR007,Approver 7,False,True,True,Urgent supply,False,False,False,1
CLM000271,EMP011,Employee 11,Technician,Surgery,2024-08-06,02:19:16,2024-11-03,True,Meals,VEN0102,Vendor 102 - TaxiCo,UniformShop,US,AUD,1.0,34.08,34.08,RCT806995,False,True,False,False,APR011,Approver 11,False,True,True,,False,False,False,2
CLM000272,EMP038,Employee 38,Lab Tech,Administration,2024-05-27,03:15:35,2024-05-27,False,Conference,VEN0002,Vendor 2 - ConferenceOrganizer,Catering,AU,AUD,1.0,17261.69,17261.69,RCT923690,False,True,False,True,APR011,Approver 11,False,True,True,Retrospective claim,False,False,False,3
CLM000273,EMP031,Employee 31,Admin,Surgery,2024-01-13,02:10:35,2024-01-13,False,Parking,VEN0038,Vendor 38 - UniformShop,Catering,AU,AUD,1.0,14.28,14.28,RCT875414,False,True,True,False,APR016,Approver 16,False,True,True,Missing PO noted,False,False,False,2
CLM000274,EMP016,Employee 16,Doctor,Surgery,2024-04-21,18:41:48,2024-04-21,False,Courier,VEN0118,Vendor 118 - Catering,Courier,AU,INR,0.018,5.7,0.1,RCT427841,False,False,True,False,APR013,Approver 13,False,True,True,Conference attendance,False,False,False,1
CLM000275,EMP028,Employee 28,Physio,Surgery,2024-11-18,16:13:07,2025-01-25,True,Courier,VEN0119,Vendor 119 - Hotel,Courier,AU,AUD,1.0,11.47,11.47,RCT891787,False,False,False,False,APR018,Approver 18,False,True,True,Missing PO noted,False,False,False,1
CLM000276,EMP052,Employee 52,Pharmacist,Pharmacy,2024-01-29,04:54:31,2024-03-01,True,Subscriptions,VEN0091,Vendor 91 - ConferenceOrganizer,Courier,AU,AUD,1.0,5.0,5.0,RCT142608,False,True,False,False,APR009,Approver 9,False,True,True,Missing PO noted,False,False,False,2
CLM000277,EMP026,Employee 26,Nurse,Administration,2024-12-30,07:43:03,2025-02-12,True,Conference,VEN0044,Vendor 44 - TaxiCo,Catering,CN,AUD,1.0,2872.18,2872.18,RCT911242,False,False,False,False,APR005,Approver 5,False,True,True,Missing PO noted,False,False,False,1
CLM000278,EMP067,Employee 67,Nurse,Administration,2024-05-03,05:47:22,2024-06-01,False,Uniforms,VEN0024,Vendor 24 - UniformShop,Hotel,CN,AUD,1.0,130.93,130.93,RCT629678,False,False,False,False,APR001,Approver 1,False,True,True,Urgent supply,False,False,False,0
CLM000279,EMP027,Employee 27,Physio,Outpatient,2024-05-20,13:34:05,2024-09-14,True,Uniforms,VEN0073,Vendor 73 - Courier,TaxiCo,AU,AUD,1.0,126.05,126.05,RCT688602,False,False,False,False,EMP027,Employee 27,True,True,False,Retrospective claim,False,False,False,4
CLM000280,EMP042,Employee 42,Admin,Pharmacy,2024-12-22,16:39:18,2024-12-22,False,Uniforms,VEN0109,Vendor 109 - SubscriptionService,SubscriptionService,CN,NZD,0.92,645.49,593.85,RCT934883,False,False,True,True,APR018,Approver 18,False,True,False,Urgent supply,False,False,False,3
CLM000281,EMP020,Employee 20,Admin,Emergency,2024-07-18,12:13:48,2024-11-05,True,Taxi,VEN0051,Vendor 51 - UniformShop,UniformShop,NZ,USD,1.5,171.47,257.2,RCT435872,False,False,False,True,APR014,Approver 14,False,True,True,,False,False,False,3
CLM000282,EMP014,Employee 14,Physio,Surgery,2024-03-22,19:32:43,2024-06-16,True,Accommodation,VEN0009,Vendor 9 - Catering,UniformShop,AU,AUD,1.0,254.79,254.79,RCT208975,False,False,False,False,APR014,Approver 14,False,True,True,,False,False,False,1
CLM000283,EMP026,Employee 26,Nurse,Administration,2024-10-17,07:07:29,2025-01-04,True,Conference,VEN0079,Vendor 79 - Catering,Catering,NZ,AUD,1.0,1994.26,1994.26,RCT176806,False,False,False,False,APR006,Approver 6,False,True,True,Conference attendance,False,False,False,1
CLM000284,EMP053,Employee 53,Physio,Emergency,2024-06-24,03:44:28,2024-08-12,True,Taxi,VEN0085,Vendor 85 - Catering,TaxiCo,AU,AUD,1.0,16.35,16.35,RCT224052,False,True,False,False,APR016,Approver 16,False,True,True,,False,False,False,2
CLM000285,EMP071,Employee 71,Physio,Radiology,2024-05-18,16:18:51,2024-09-01,True,Training,VEN0097,Vendor 97 - MedicalSupplier,UniformShop,AU,AUD,1.0,406.26,406.26,RCT190707,False,False,True,False,APR008,Approver 8,False,True,True,Training course approved,False,False,False,2
